MonsterTypeId,HitPoints,CritRate,ActionPoints,MovePoints,InitBonus,MaxTalentCount,FlankAllowance,SightDistance,DetectDistance,ShotLimit,EffectId,WeaponTypeId,ArmorTypeId,_comment
126119,840,40,30,30,7,4,115,20,10,2,64149,22009,901009,PG 126001 Gego PL 10  eff:64149  armour:adaptive weapon:shotgun
126122,320,20,30,30,0,4,90,20,10,1,64149,22000,901000,PG 126002 Sledge PL 1  eff:64149  armour:adaptive weapon:shotgun
126123,350,23,30,30,1,4,90,20,10,1,64149,22001,901001,PG 126002 Sledge PL 2  eff:64149  armour:adaptive weapon:shotgun
126124,390,26,30,30,1,4,95,20,10,1,64149,22002,901002,PG 126002 Sledge PL 3  eff:64149  armour:adaptive weapon:shotgun
126125,430,29,30,30,2,4,95,20,10,1,64149,22003,901003,PG 126002 Sledge PL 4  eff:64149  armour:adaptive weapon:shotgun
126126,480,32,30,30,3,4,100,20,10,1,64149,22004,901004,PG 126002 Sledge PL 5  eff:64149  armour:adaptive weapon:shotgun
126127,540,35,30,30,3,4,100,20,10,2,64149,22005,901005,PG 126002 Sledge PL 6  eff:64149  armour:adaptive weapon:shotgun
126128,600,38,30,30,4,4,105,20,10,2,64149,22006,901006,PG 126002 Sledge PL 7  eff:64149  armour:adaptive weapon:shotgun
126129,670,40,30,30,4,4,105,20,10,2,64149,22007,901007,PG 126002 Sledge PL 8  eff:64149  armour:adaptive weapon:shotgun
126130,750,40,30,30,4,4,110,20,10,2,64149,22008,901008,PG 126002 Sledge PL 9  eff:64149  armour:adaptive weapon:shotgun
126131,840,40,30,30,5,4,115,20,10,2,64149,22009,901009,PG 126002 Sledge PL 10  eff:64149  armour:adaptive weapon:shotgun
126134,320,20,30,30,0,4,90,20,10,1,64149,22000,901000,PG 126003 Armistice PL 1  eff:64149  armour:adaptive weapon:shotgun
126135,350,23,30,30,1,4,90,20,10,1,64149,22001,901001,PG 126003 Armistice PL 2  eff:64149  armour:adaptive weapon:shotgun
126136,390,26,30,30,1,4,95,20,10,1,64149,22002,901002,PG 126003 Armistice PL 3  eff:64149  armour:adaptive weapon:shotgun
126137,430,29,30,30,2,4,95,20,10,1,64149,22003,901003,PG 126003 Armistice PL 4  eff:64149  armour:adaptive weapon:shotgun
126138,480,32,30,30,3,4,100,20,10,1,64149,22004,901004,PG 126003 Armistice PL 5  eff:64149  armour:adaptive weapon:shotgun
126139,540,35,30,30,3,4,100,20,10,2,64149,22005,901005,PG 126003 Armistice PL 6  eff:64149  armour:adaptive weapon:shotgun
126140,600,38,30,30,4,4,105,20,10,2,64149,22006,901006,PG 126003 Armistice PL 7  eff:64149  armour:adaptive weapon:shotgun
126141,670,40,30,30,4,4,105,20,10,2,64149,22007,901007,PG 126003 Armistice PL 8  eff:64149  armour:adaptive weapon:shotgun
126142,750,40,30,30,4,4,110,20,10,2,64149,22008,901008,PG 126003 Armistice PL 9  eff:64149  armour:adaptive weapon:shotgun
126143,840,40,30,30,5,4,115,20,10,2,64149,22009,901009,PG 126003 Armistice PL 10  eff:64149  armour:adaptive weapon:shotgun
126200,920,42,30,30,8,4,118,20,10,2,64149,22010,901010,PG 126001 Gego PL 11  eff:64149  armour:adaptive weapon:shotgun
126201,1010,44,30,30,8,4,121,20,10,2,64149,22011,901011,PG 126001 Gego PL 12  eff:64149  armour:adaptive weapon:shotgun
126202,1090,47,30,30,9,4,123,20,10,2,64149,22012,901012,PG 126001 Gego PL 13  eff:64149  armour:adaptive weapon:shotgun
126203,1180,49,30,30,9,4,126,20,10,2,64149,22013,901013,PG 126001 Gego PL 14  eff:64149  armour:adaptive weapon:shotgun
126204,1270,51,30,30,10,4,129,20,10,3,64149,22014,901014,PG 126001 Gego PL 15  eff:64149  armour:adaptive weapon:shotgun
126205,1370,53,30,30,10,4,132,20,10,3,64149,22015,901015,PG 126001 Gego PL 16  eff:64149  armour:adaptive weapon:shotgun
126206,1480,56,30,30,11,4,134,20,10,3,64149,22016,901016,PG 126001 Gego PL 17  eff:64149  armour:adaptive weapon:shotgun
126207,1600,58,30,30,11,4,137,20,10,3,64149,22017,901017,PG 126001 Gego PL 18  eff:64149  armour:adaptive weapon:shotgun
126208,1730,60,30,30,12,4,140,20,10,3,64149,22018,901018,PG 126001 Gego PL 19  eff:64149  armour:adaptive weapon:shotgun
126209,1870,62,30,30,13,4,143,20,10,3,64149,22019,901019,PG 126001 Gego PL 20  eff:64149  armour:adaptive weapon:shotgun
126210,920,42,30,30,6,4,118,20,10,2,64149,22010,901010,PG 126002 Sledge PL 11  eff:64149  armour:adaptive weapon:shotgun
126211,1010,44,30,30,6,4,121,20,10,2,64149,22011,901011,PG 126002 Sledge PL 12  eff:64149  armour:adaptive weapon:shotgun
126212,1090,47,30,30,7,4,123,20,10,2,64149,22012,901012,PG 126002 Sledge PL 13  eff:64149  armour:adaptive weapon:shotgun
126213,1180,49,30,30,7,4,126,20,10,2,64149,22013,901013,PG 126002 Sledge PL 14  eff:64149  armour:adaptive weapon:shotgun
126214,1270,51,30,30,8,4,129,20,10,3,64149,22014,901014,PG 126002 Sledge PL 15  eff:64149  armour:adaptive weapon:shotgun
126215,1370,53,30,30,8,4,132,20,10,3,64149,22015,901015,PG 126002 Sledge PL 16  eff:64149  armour:adaptive weapon:shotgun
126216,1480,56,30,30,9,4,134,20,10,3,64149,22016,901016,PG 126002 Sledge PL 17  eff:64149  armour:adaptive weapon:shotgun
126217,1600,58,30,30,9,4,137,20,10,3,64149,22017,901017,PG 126002 Sledge PL 18  eff:64149  armour:adaptive weapon:shotgun
126218,1730,60,30,30,10,4,140,20,10,3,64149,22018,901018,PG 126002 Sledge PL 19  eff:64149  armour:adaptive weapon:shotgun
126219,1870,62,30,30,11,4,143,20,10,3,64149,22019,901019,PG 126002 Sledge PL 20  eff:64149  armour:adaptive weapon:shotgun
126220,920,42,30,30,6,4,118,20,10,2,64149,22010,901010,PG 126003 Armistice PL 11  eff:64149  armour:adaptive weapon:shotgun
126221,1010,44,30,30,6,4,121,20,10,2,64149,22011,901011,PG 126003 Armistice PL 12  eff:64149  armour:adaptive weapon:shotgun
126222,1090,47,30,30,7,4,123,20,10,2,64149,22012,901012,PG 126003 Armistice PL 13  eff:64149  armour:adaptive weapon:shotgun
126223,1180,49,30,30,7,4,126,20,10,2,64149,22013,901013,PG 126003 Armistice PL 14  eff:64149  armour:adaptive weapon:shotgun
126224,1270,51,30,30,8,4,129,20,10,3,64149,22014,901014,PG 126003 Armistice PL 15  eff:64149  armour:adaptive weapon:shotgun
126225,1370,53,30,30,8,4,132,20,10,3,64149,22015,901015,PG 126003 Armistice PL 16  eff:64149  armour:adaptive weapon:shotgun
126226,1480,56,30,30,9,4,134,20,10,3,64149,22016,901016,PG 126003 Armistice PL 17  eff:64149  armour:adaptive weapon:shotgun
126227,1600,58,30,30,9,4,137,20,10,3,64149,22017,901017,PG 126003 Armistice PL 18  eff:64149  armour:adaptive weapon:shotgun
126228,1730,60,30,30,10,4,140,20,10,3,64149,22018,901018,PG 126003 Armistice PL 19  eff:64149  armour:adaptive weapon:shotgun
126229,1870,62,30,30,11,4,143,20,10,3,64149,22019,901019,PG 126003 Armistice PL 20  eff:64149  armour:adaptive weapon:shotgun
126230,1311,42,40,30,12,4,118,20,10,2,64126,22010,901030,PG 126000 Razorback PL 11  eff:64126  armour:heavy weapon:shotgun
126231,1472,44,40,30,13,4,121,20,10,2,64126,22011,901031,PG 126000 Razorback PL 12  eff:64126  armour:heavy weapon:shotgun
126232,1653,47,40,30,13,4,123,20,10,2,64126,22012,901032,PG 126000 Razorback PL 13  eff:64126  armour:heavy weapon:shotgun
126233,1852,49,40,30,14,4,126,20,10,2,64126,22013,901033,PG 126000 Razorback PL 14  eff:64126  armour:heavy weapon:shotgun
126234,2071,51,40,30,15,4,129,20,10,3,64126,22014,901034,PG 126000 Razorback PL 15  eff:64126  armour:heavy weapon:shotgun
126235,2318,53,40,30,16,4,132,20,10,3,64126,22015,901035,PG 126000 Razorback PL 16  eff:64126  armour:heavy weapon:shotgun
126236,2594,56,40,30,16,4,134,20,10,3,64126,22016,901036,PG 126000 Razorback PL 17  eff:64126  armour:heavy weapon:shotgun
126237,2907,58,40,30,17,4,137,20,10,3,64126,22017,901037,PG 126000 Razorback PL 18  eff:64126  armour:heavy weapon:shotgun
126238,3258,60,40,30,18,4,140,20,10,3,64126,22018,901038,PG 126000 Razorback PL 19  eff:64126  armour:heavy weapon:shotgun
126239,3648,62,40,30,19,4,143,20,10,3,64126,22019,901039,PG 126000 Razorback PL 20  eff:64126  armour:heavy weapon:shotgun
127000,448,15,40,30,4,6,90,20,10,1,64148,900180,901020,PG 127000 Baby Jack PL 1  eff:64148  armour:heavy weapon:thrasher
127100,504,17,40,30,5,6,90,20,10,1,64148,900181,901021,PG 127000 Baby Jack PL 2  eff:64148  armour:heavy weapon:thrasher
127101,560,19,40,30,6,6,90,20,10,1,64148,900182,901022,PG 127000 Baby Jack PL 3  eff:64148  armour:heavy weapon:thrasher
127102,627,21,40,30,7,6,90,20,10,2,64148,900183,901023,PG 127000 Baby Jack PL 4  eff:64148  armour:heavy weapon:thrasher
127103,717,23,40,30,8,6,90,20,10,2,64148,900184,901024,PG 127000 Baby Jack PL 5  eff:64148  armour:heavy weapon:thrasher
127104,818,25,40,30,9,6,90,20,10,2,64148,900185,901025,PG 127000 Baby Jack PL 6  eff:64148  armour:heavy weapon:thrasher
127105,930,30,40,30,10,6,90,20,10,2,64148,900186,901026,PG 127000 Baby Jack PL 7  eff:64148  armour:heavy weapon:thrasher
127106,1064,35,40,30,10,6,90,20,10,3,64148,900187,901027,PG 127000 Baby Jack PL 8  eff:64148  armour:heavy weapon:thrasher
127107,1210,40,40,30,11,6,90,20,10,3,64148,900188,901028,PG 127000 Baby Jack PL 9  eff:64148  armour:heavy weapon:thrasher
127108,1378,45,40,30,11,6,90,20,10,3,64148,900189,901029,PG 127000 Baby Jack PL 10  eff:64148  armour:heavy weapon:thrasher
127113,400,20,30,30,2,4,90,20,10,1,64149,22000,901000,PG 127001 Baby Hunter PL 1  eff:64149  armour:adaptive weapon:shotgun
127114,438,23,30,30,2,4,90,20,10,1,64149,22001,901001,PG 127001 Baby Hunter PL 2  eff:64149  armour:adaptive weapon:shotgun
127115,488,26,30,30,3,4,95,20,10,1,64149,22002,901002,PG 127001 Baby Hunter PL 3  eff:64149  armour:adaptive weapon:shotgun
127116,538,29,30,30,3,4,95,20,10,1,64149,22003,901003,PG 127001 Baby Hunter PL 4  eff:64149  armour:adaptive weapon:shotgun
127117,600,32,30,30,4,4,100,20,10,1,64149,22004,901004,PG 127001 Baby Hunter PL 5  eff:64149  armour:adaptive weapon:shotgun
127118,675,35,30,30,4,4,100,20,10,2,64149,22005,901005,PG 127001 Baby Hunter PL 6  eff:64149  armour:adaptive weapon:shotgun
127119,750,38,30,30,5,4,105,20,10,2,64149,22006,901006,PG 127001 Baby Hunter PL 7  eff:64149  armour:adaptive weapon:shotgun
127120,838,40,30,30,6,4,105,20,10,2,64149,22007,901007,PG 127001 Baby Hunter PL 8  eff:64149  armour:adaptive weapon:shotgun
127121,938,40,30,30,7,4,110,20,10,2,64149,22008,901008,PG 127001 Baby Hunter PL 9  eff:64149  armour:adaptive weapon:shotgun
127122,1050,40,30,30,7,4,115,20,10,2,64149,22009,901009,PG 127001 Baby Hunter PL 10  eff:64149  armour:adaptive weapon:shotgun
127124,320,20,30,30,0,4,90,20,10,1,64149,900170,22100,PG 127002 Baby Sniper PL 1  eff:64149  armour:sniper weapon:sniper6
127125,350,21,30,30,1,4,100,20,10,1,64149,900171,22101,PG 127002 Baby Sniper PL 2  eff:64149  armour:sniper weapon:sniper6
127126,390,22,30,30,1,4,110,20,10,1,64149,900172,22102,PG 127002 Baby Sniper PL 3  eff:64149  armour:sniper weapon:sniper6
127127,430,23,30,30,2,4,120,20,10,1,64149,900173,22103,PG 127002 Baby Sniper PL 4  eff:64149  armour:sniper weapon:sniper6
127128,480,24,30,30,3,4,130,20,10,1,64149,900174,22104,PG 127002 Baby Sniper PL 5  eff:64149  armour:sniper weapon:sniper6
127129,540,25,30,30,3,4,140,20,10,2,64149,900175,22105,PG 127002 Baby Sniper PL 6  eff:64149  armour:sniper weapon:sniper6
127130,600,26,30,30,4,4,150,20,10,2,64149,900176,22116,PG 127002 Baby Sniper PL 7  eff:64149  armour:sniper weapon:sniper6
127131,670,27,30,30,4,4,160,20,10,2,64149,900177,22117,PG 127002 Baby Sniper PL 8  eff:64149  armour:sniper weapon:sniper6
127132,750,28,30,30,4,4,170,20,10,2,64149,900178,22118,PG 127002 Baby Sniper PL 9  eff:64149  armour:sniper weapon:sniper6
127133,840,29,30,30,5,4,180,20,10,2,64149,900179,22119,PG 127002 Baby Sniper PL 10  eff:64149  armour:sniper weapon:sniper6
127135,400,15,30,30,0,4,90,20,10,1,64149,900160,901000,PG 127003 Baby Stalker PL 1  eff:64149  armour:adaptive weapon:blade5
127136,438,17,30,30,1,4,90,20,10,1,64149,900161,901001,PG 127003 Baby Stalker PL 2  eff:64149  armour:adaptive weapon:blade5
127137,488,19,30,30,1,4,90,20,10,1,64149,900162,901002,PG 127003 Baby Stalker PL 3  eff:64149  armour:adaptive weapon:blade5
127138,538,21,30,30,2,4,90,20,10,2,64149,900163,901003,PG 127003 Baby Stalker PL 4  eff:64149  armour:adaptive weapon:blade5
127139,600,23,30,30,3,4,90,20,10,2,64149,900164,901004,PG 127003 Baby Stalker PL 5  eff:64149  armour:adaptive weapon:blade5
127140,675,25,30,30,3,4,90,20,10,2,64149,900165,901005,PG 127003 Baby Stalker PL 6  eff:64149  armour:adaptive weapon:blade5
127141,750,30,30,30,4,4,90,20,10,2,64149,900166,901006,PG 127003 Baby Stalker PL 7  eff:64149  armour:adaptive weapon:blade5
127142,838,35,30,30,4,4,90,20,10,3,64149,900167,901007,PG 127003 Baby Stalker PL 8  eff:64149  armour:adaptive weapon:blade5
127143,938,40,30,30,4,4,90,20,10,3,64149,900168,901008,PG 127003 Baby Stalker PL 9  eff:64149  armour:adaptive weapon:blade5
127144,1050,45,30,30,5,4,90,20,10,3,64149,900169,901009,PG 127003 Baby Stalker PL 10  eff:64149  armour:adaptive weapon:blade5
127145,320,20,30,30,2,0,90,20,10,1,,900170,22100,PG 128000 Sniper Survivor PL 1  eff:0  armour:sniper weapon:sniper6
127146,350,21,30,30,2,0,100,20,10,1,,900171,22101,PG 128000 Sniper Survivor PL 2  eff:0  armour:sniper weapon:sniper6
127147,390,22,30,30,3,0,110,20,10,1,,900172,22102,PG 128000 Sniper Survivor PL 3  eff:0  armour:sniper weapon:sniper6
127148,430,23,30,30,3,0,120,20,10,1,,900173,22103,PG 128000 Sniper Survivor PL 4  eff:0  armour:sniper weapon:sniper6
127149,480,24,30,30,4,0,130,20,10,1,,900174,22104,PG 128000 Sniper Survivor PL 5  eff:0  armour:sniper weapon:sniper6
127150,540,25,30,30,4,0,140,20,10,2,,900175,22105,PG 128000 Sniper Survivor PL 6  eff:0  armour:sniper weapon:sniper6
127151,600,26,30,30,5,0,150,20,10,2,,900176,22116,PG 128000 Sniper Survivor PL 7  eff:0  armour:sniper weapon:sniper6
127152,670,27,30,30,6,0,160,20,10,2,,900177,22117,PG 128000 Sniper Survivor PL 8  eff:0  armour:sniper weapon:sniper6
127153,750,28,30,30,7,0,170,20,10,2,,900178,22118,PG 128000 Sniper Survivor PL 9  eff:0  armour:sniper weapon:sniper6
127154,840,29,30,30,7,0,180,20,10,2,,900179,22119,PG 128000 Sniper Survivor PL 10  eff:0  armour:sniper weapon:sniper6
127155,400,20,30,30,2,3,120,20,10,1,,21001,901020,PG 128100 VIP PL 1  eff:0  armour:heavy weapon:revolver
127156,438,21,30,30,2,3,120,20,10,1,,21002,901021,PG 128100 VIP PL 2  eff:0  armour:heavy weapon:revolver
127157,488,22,30,30,3,3,120,20,10,1,,21003,901022,PG 128100 VIP PL 3  eff:0  armour:heavy weapon:revolver
127158,538,23,30,30,3,3,130,20,10,1,,21004,901023,PG 128100 VIP PL 4  eff:0  armour:heavy weapon:revolver
127159,600,24,30,30,4,3,130,20,10,1,,21005,901024,PG 128100 VIP PL 5  eff:0  armour:heavy weapon:revolver
127160,675,25,30,30,4,3,140,20,10,2,,21006,901025,PG 128100 VIP PL 6  eff:0  armour:heavy weapon:revolver
127161,750,26,30,30,5,3,140,20,10,2,,21007,901026,PG 128100 VIP PL 7  eff:0  armour:heavy weapon:revolver
127162,838,27,30,30,6,3,160,20,10,2,,21008,901027,PG 128100 VIP PL 8  eff:0  armour:heavy weapon:revolver
127163,938,28,30,30,7,3,160,20,10,3,,21009,901028,PG 128100 VIP PL 9  eff:0  armour:heavy weapon:revolver
127164,1050,29,30,30,7,3,180,20,10,3,,21010,901029,PG 128100 VIP PL 10  eff:0  armour:heavy weapon:revolver
127200,240,10,40,20,2,0,90,20,10,1,,23011,22100,PG 127200 Head Researcher PL 1  eff:0  armour:sniper weapon:corp-smg
127201,260,12,40,20,2,0,90,20,10,1,,23012,22101,PG 127200 Head Researcher PL 2  eff:0  armour:sniper weapon:corp-smg
127202,280,14,40,20,3,0,95,20,10,1,,23013,22102,PG 127200 Head Researcher PL 3  eff:0  armour:sniper weapon:corp-smg
127203,300,16,40,20,3,0,95,20,10,2,,23014,22103,PG 127200 Head Researcher PL 4  eff:0  armour:sniper weapon:corp-smg
127204,320,18,40,30,4,0,100,20,10,2,,23015,22104,PG 127200 Head Researcher PL 5  eff:0  armour:sniper weapon:corp-smg
127205,350,20,40,30,4,0,100,20,10,2,,23016,22105,PG 127200 Head Researcher PL 6  eff:0  armour:sniper weapon:corp-smg
127206,380,22,40,30,5,0,105,20,10,2,,23017,22116,PG 127200 Head Researcher PL 7  eff:0  armour:sniper weapon:corp-smg
127207,410,24,40,30,6,0,105,20,10,3,,23018,22117,PG 127200 Head Researcher PL 8  eff:0  armour:sniper weapon:corp-smg
127208,450,26,40,30,7,0,110,20,10,3,,23019,22118,PG 127200 Head Researcher PL 9  eff:0  armour:sniper weapon:corp-smg
127209,500,30,40,30,7,0,115,20,10,3,,23020,22119,PG 127200 Head Researcher PL 10  eff:0  armour:sniper weapon:corp-smg
127211,460,10,40,30,4,4,90,20,10,1,64121,23060,22400,PG 127300 Le Sidewinder PL 1  eff:64121  armour:superheavy weapon:erifle
127212,540,12,40,30,5,4,90,20,10,1,64121,23061,22401,PG 127300 Le Sidewinder PL 2  eff:64121  armour:superheavy weapon:erifle
127213,600,14,40,30,6,4,90,20,10,1,64121,23062,22402,PG 127300 Le Sidewinder PL 3  eff:64121  armour:superheavy weapon:erifle
127214,700,16,40,30,7,4,90,20,10,1,64121,23063,22403,PG 127300 Le Sidewinder PL 4  eff:64121  armour:superheavy weapon:erifle
127215,800,18,40,30,8,4,90,20,10,2,64121,23064,22404,PG 127300 Le Sidewinder PL 5  eff:64121  armour:superheavy weapon:erifle
127216,912,20,40,30,9,4,90,20,10,2,64121,23065,22405,PG 127300 Le Sidewinder PL 6  eff:64121  armour:superheavy weapon:erifle
127217,1038,22,40,30,10,4,90,20,10,2,64121,23066,22406,PG 127300 Le Sidewinder PL 7  eff:64121  armour:superheavy weapon:erifle
127218,1235,24,40,30,10,4,90,20,10,2,64121,23067,22407,PG 127300 Le Sidewinder PL 8  eff:64121  armour:superheavy weapon:erifle
127219,1404,26,40,30,11,4,90,20,10,2,64121,23068,22408,PG 127300 Le Sidewinder PL 9  eff:64121  armour:superheavy weapon:erifle
127220,1624,30,40,30,11,4,90,20,10,2,64121,23069,22409,PG 127300 Le Sidewinder PL 10  eff:64121  armour:superheavy weapon:erifle
127222,480,15,40,30,4,6,90,20,10,1,64148,900180,901020,PG 127330 War Elephant PL 1  eff:64148  armour:heavy weapon:thrasher
127223,540,17,40,30,5,6,90,20,10,1,64148,900181,901021,PG 127330 War Elephant PL 2  eff:64148  armour:heavy weapon:thrasher
127224,600,19,40,30,6,6,90,20,10,1,64148,900182,901022,PG 127330 War Elephant PL 3  eff:64148  armour:heavy weapon:thrasher
127225,672,21,40,30,7,6,90,20,10,2,64148,900183,901023,PG 127330 War Elephant PL 4  eff:64148  armour:heavy weapon:thrasher
127226,768,23,40,30,8,6,90,20,10,2,64148,900184,901024,PG 127330 War Elephant PL 5  eff:64148  armour:heavy weapon:thrasher
127227,876,25,40,30,9,6,90,20,10,2,64148,900185,901025,PG 127330 War Elephant PL 6  eff:64148  armour:heavy weapon:thrasher
127228,996,30,40,30,10,6,90,20,10,2,64148,900186,901026,PG 127330 War Elephant PL 7  eff:64148  armour:heavy weapon:thrasher
127229,1140,35,40,30,10,6,90,20,10,3,64148,900187,901027,PG 127330 War Elephant PL 8  eff:64148  armour:heavy weapon:thrasher
127230,1296,40,40,30,11,6,90,20,10,3,64148,900188,901028,PG 127330 War Elephant PL 9  eff:64148  armour:heavy weapon:thrasher
127231,1476,45,40,30,11,6,90,20,10,3,64148,900189,901029,PG 127330 War Elephant PL 10  eff:64148  armour:heavy weapon:thrasher
127233,358,20,30,30,2,4,90,20,10,1,64149,900170,901000,PG 127340 Downrange PL 1  eff:64149  armour:adaptive weapon:sniper6
127234,392,21,30,30,2,4,100,20,10,1,64149,900171,901001,PG 127340 Downrange PL 2  eff:64149  armour:adaptive weapon:sniper6
127235,437,22,30,30,3,4,110,20,10,1,64149,900172,901002,PG 127340 Downrange PL 3  eff:64149  armour:adaptive weapon:sniper6
127236,482,23,30,30,3,4,120,20,10,1,64149,900173,901003,PG 127340 Downrange PL 4  eff:64149  armour:adaptive weapon:sniper6
127237,538,24,30,30,4,4,130,20,10,1,64149,900174,901004,PG 127340 Downrange PL 5  eff:64149  armour:adaptive weapon:sniper6
127238,605,25,30,30,4,4,140,20,10,2,64149,900175,901005,PG 127340 Downrange PL 6  eff:64149  armour:adaptive weapon:sniper6
127239,672,26,30,30,5,4,150,20,10,2,64149,900176,901006,PG 127340 Downrange PL 7  eff:64149  armour:adaptive weapon:sniper6
127240,750,27,30,30,6,4,160,20,10,2,64149,900177,901007,PG 127340 Downrange PL 8  eff:64149  armour:adaptive weapon:sniper6
127241,840,28,30,30,7,4,170,20,10,2,64149,900178,901008,PG 127340 Downrange PL 9  eff:64149  armour:adaptive weapon:sniper6
127242,941,29,30,30,7,4,180,20,10,2,64149,900179,901009,PG 127340 Downrange PL 10  eff:64149  armour:adaptive weapon:sniper6
127244,358,20,30,30,0,4,90,20,10,1,64149,900170,901000,PG 127350 Shooter PL 1  eff:64149  armour:adaptive weapon:sniper6
127245,392,21,30,30,1,4,100,20,10,1,64149,900171,901001,PG 127350 Shooter PL 2  eff:64149  armour:adaptive weapon:sniper6
127246,437,22,30,30,1,4,110,20,10,1,64149,900172,901002,PG 127350 Shooter PL 3  eff:64149  armour:adaptive weapon:sniper6
127247,482,23,30,30,2,4,120,20,10,1,64149,900173,901003,PG 127350 Shooter PL 4  eff:64149  armour:adaptive weapon:sniper6
127248,538,24,30,30,3,4,130,20,10,1,64149,900174,901004,PG 127350 Shooter PL 5  eff:64149  armour:adaptive weapon:sniper6
127249,605,25,30,30,3,4,140,20,10,2,64149,900175,901005,PG 127350 Shooter PL 6  eff:64149  armour:adaptive weapon:sniper6
127250,672,26,30,30,4,4,150,20,10,2,64149,900176,901006,PG 127350 Shooter PL 7  eff:64149  armour:adaptive weapon:sniper6
127251,750,27,30,30,4,4,160,20,10,2,64149,900177,901007,PG 127350 Shooter PL 8  eff:64149  armour:adaptive weapon:sniper6
127252,840,28,30,30,4,4,170,20,10,2,64149,900178,901008,PG 127350 Shooter PL 9  eff:64149  armour:adaptive weapon:sniper6
127253,941,29,30,30,5,4,180,20,10,2,64149,900179,901009,PG 127350 Shooter PL 10  eff:64149  armour:adaptive weapon:sniper6
127255,378,15,30,30,0,4,90,20,10,1,64149,900180,901000,PG 127360 Diablo White PL 1  eff:64149  armour:adaptive weapon:thrasher
127256,413,17,30,30,1,4,90,20,10,1,64149,900181,901001,PG 127360 Diablo White PL 2  eff:64149  armour:adaptive weapon:thrasher
127257,460,19,30,30,1,4,90,20,10,1,64149,900182,901002,PG 127360 Diablo White PL 3  eff:64149  armour:adaptive weapon:thrasher
127258,507,21,30,30,2,4,90,20,10,2,64149,900183,901003,PG 127360 Diablo White PL 4  eff:64149  armour:adaptive weapon:thrasher
127259,566,23,30,30,3,4,90,20,10,2,64149,900184,901004,PG 127360 Diablo White PL 5  eff:64149  armour:adaptive weapon:thrasher
127260,637,25,30,30,3,4,90,20,10,2,64149,900185,901005,PG 127360 Diablo White PL 6  eff:64149  armour:adaptive weapon:thrasher
127261,708,30,30,30,4,4,90,20,10,2,64149,900186,901006,PG 127360 Diablo White PL 7  eff:64149  armour:adaptive weapon:thrasher
127262,791,35,30,30,4,4,90,20,10,3,64149,900187,901007,PG 127360 Diablo White PL 8  eff:64149  armour:adaptive weapon:thrasher
127263,885,40,30,30,4,4,90,20,10,3,64149,900188,901008,PG 127360 Diablo White PL 9  eff:64149  armour:adaptive weapon:thrasher
127264,991,45,30,30,5,4,90,20,10,3,64149,900189,901009,PG 127360 Diablo White PL 10  eff:64149  armour:adaptive weapon:thrasher
127266,460,20,40,30,4,4,120,20,10,1,64121,21001,22400,PG 127380 Six-Gun Val PL 1  eff:64121  armour:superheavy weapon:revolver
127267,540,21,40,30,5,4,120,20,10,1,64121,21002,22401,PG 127380 Six-Gun Val PL 2  eff:64121  armour:superheavy weapon:revolver
127268,600,22,40,30,6,4,120,20,10,1,64121,21003,22402,PG 127380 Six-Gun Val PL 3  eff:64121  armour:superheavy weapon:revolver
127269,700,23,40,30,7,4,130,20,10,1,64121,21004,22403,PG 127380 Six-Gun Val PL 4  eff:64121  armour:superheavy weapon:revolver
127270,800,24,40,30,8,4,130,20,10,1,64121,21005,22404,PG 127380 Six-Gun Val PL 5  eff:64121  armour:superheavy weapon:revolver
127271,912,25,40,30,9,4,140,20,10,2,64121,21006,22405,PG 127380 Six-Gun Val PL 6  eff:64121  armour:superheavy weapon:revolver
127272,1038,26,40,30,10,4,140,20,10,2,64121,21007,22406,PG 127380 Six-Gun Val PL 7  eff:64121  armour:superheavy weapon:revolver
127273,1235,27,40,30,10,4,160,20,10,2,64121,21008,22407,PG 127380 Six-Gun Val PL 8  eff:64121  armour:superheavy weapon:revolver
127274,1404,28,40,30,11,4,160,20,10,3,64121,21009,22408,PG 127380 Six-Gun Val PL 9  eff:64121  armour:superheavy weapon:revolver
127275,1624,29,40,30,11,4,180,20,10,3,64121,21010,22409,PG 127380 Six-Gun Val PL 10  eff:64121  armour:superheavy weapon:revolver
127277,358,10,30,30,2,4,90,20,10,1,64149,23060,901000,PG 127383 Cowboy Sam PL 1  eff:64149  armour:adaptive weapon:erifle
127278,392,12,30,30,2,4,90,20,10,1,64149,23061,901001,PG 127383 Cowboy Sam PL 2  eff:64149  armour:adaptive weapon:erifle
127279,437,14,30,30,3,4,95,20,10,1,64149,23062,901002,PG 127383 Cowboy Sam PL 3  eff:64149  armour:adaptive weapon:erifle
127280,482,16,30,30,3,4,95,20,10,2,64149,23063,901003,PG 127383 Cowboy Sam PL 4  eff:64149  armour:adaptive weapon:erifle
127281,538,18,30,30,4,4,100,20,10,2,64149,23064,901004,PG 127383 Cowboy Sam PL 5  eff:64149  armour:adaptive weapon:erifle
127282,605,20,30,30,4,4,100,20,10,2,64149,23064,901005,PG 127383 Cowboy Sam PL 6  eff:64149  armour:adaptive weapon:erifle
127283,672,22,30,30,5,4,105,20,10,2,64149,23065,901006,PG 127383 Cowboy Sam PL 7  eff:64149  armour:adaptive weapon:erifle
127284,750,24,30,30,6,4,105,20,10,2,64149,23065,901007,PG 127383 Cowboy Sam PL 8  eff:64149  armour:adaptive weapon:erifle
